"","Estimate","Std. Error","t value","Pr(>|t|)"
"share_impervious_10051",-1.20232465932631,0.644912751654125,-1.86432142370033,0.0720881826814418
"mean_UHI_10051",0.617172753985514,0.515218287933545,1.19788596103778,0.240340150753552
"Mean_local_UHI_total51",0.771186614376907,0.548806240482832,1.4052074438848,0.170230992439379
"Mean_veg_height51",-0.627977042358403,0.503592999185673,-1.2469931936581,0.222048077726257
"Mean_veg_herb51",1.0214072651328,0.640581337755936,1.59450050279479,0.121306569945727
"(Intercept)52",-203.901439473075,1.78289476726667,-114.365381073878,3.57506447822923e-41
"share_impervious_10052",-9.09392383003954,0.482150510395188,-18.8611722563268,3.45571881374835e-18
"mean_UHI_10052",-82.6540453230701,0.890934363308913,-92.7723171616084,1.87097696854253e-38
"Mean_local_UHI_total52",-71.9597808091373,0.616801721114856,-116.665985754825,1.96950760561443e-41
"Mean_veg_height52",53.8047600757003,0.495771028633717,108.527439015506,1.71529710668809e-40
"Mean_veg_herb52",-64.8937252268287,0.566888142533886,-114.473597801439,3.47527069567573e-41
"(Intercept)53",0.0944800093561547,0.684006409259067,0.13812737435969,0.891062731268647
"share_impervious_10053",0.359118479922484,0.49206016500607,0.729826361615867,0.471157052939845
"mean_UHI_10053",0.239793075026049,0.668163120846637,0.358884032273743,0.722195369215441
"Mean_local_UHI_total53",-1.35900520299399,0.706969632099938,-1.92229643437058,0.0641099459237849
"Mean_veg_height53",-0.203156895914626,0.737578891102831,-0.275437513688691,0.784868442674882
"Mean_veg_herb53",-0.613930066318511,0.470237108805816,-1.30557553800381,0.201620982031654
"(Intercept)54",1.63708390675876,0.353010855161278,4.6374888557204,6.47168484619909e-05
"share_impervious_10054",0.144515166034206,0.297088363818289,0.486438324870232,0.630191204307198
"mean_UHI_10054",-0.394853736656734,0.362441032290468,-1.08942890423149,0.284638879783854
"Mean_local_UHI_total54",-0.570176296519939,0.296680666027559,-1.92185188254557,0.0641680872416121
"Mean_veg_height54",0.567829153675413,0.334146895322606,1.6993399059632,0.0996034920327333
"Mean_veg_herb54",-0.509679534872965,0.27639203615232,-1.84404566053445,0.0750733653116231
"(Intercept)55",1.82347162315201,0.348708176280096,5.22921958012055,1.21937038679902e-05
"share_impervious_10055",0.649830279597437,0.235089091379147,2.76418729506,0.00966110822156211
"mean_UHI_10055",-0.832801872484023,0.329443065061052,-2.52790834231004,0.0169747742154586
"Mean_local_UHI_total55",-1.07038609444196,0.236738042408971,-4.5213945488019,8.9652979687035e-05
"Mean_veg_height55",0.671853899059578,0.257695179190584,2.60716518318216,0.0140862005355389
"Mean_veg_herb55",-0.26974002119781,0.210581475699106,-1.28092948490509,0.210032602026822
"(Intercept)56",-0.318408103817248,0.98222543097007,-0.324170087413416,0.748058688651457
"share_impervious_10056",-1.65846739869764,1.1394877270291,-1.45544998805879,0.155930177150141
"mean_UHI_10056",0.0164357714807425,0.750710836692239,0.0218936115977242,0.982677795192511
"Mean_local_UHI_total56",1.1424023982057,0.87810931572832,1.30097970462615,0.203169651290516
"Mean_veg_height56",0.5937396888015,0.726409683119744,0.817362023936053,0.420165812196793
"Mean_veg_herb56",0.257251175497988,0.722938208037255,0.355841166835563,0.724449656193343
"(Intercept)57",4.17364008390699,0.281345267493597,14.8345842853105,2.35346535830538e-15
"share_impervious_10057",-0.227565040558546,0.352576269062233,-0.645434932883638,0.523551575690894
"mean_UHI_10057",0.148444366687371,0.348858477448597,0.425514574772642,0.673498681932861
"Mean_local_UHI_total57",-0.429829215467,0.341763496648968,-1.25768029553047,0.218209602957677
"Mean_veg_height57",-0.351780695098293,0.347247765284461,-1.01305387756813,0.319135685943343
"Mean_veg_herb57",-0.17749944381326,0.275673228110304,-0.643876248085425,0.524548057926024
"(Intercept)58",-44.8547614953239,6.34997280765811,-7.06377221666661,7.46502298306403e-08
"share_impervious_10058",-3.36194323104337,1.05175815562669,-3.19649837090176,0.00326795441590853
"mean_UHI_10058",0.405265244036865,0.695427649107914,0.582756875653037,0.564412001375695
"Mean_local_UHI_total58",1.64621577551553,0.472065149021148,3.48726394848052,0.00152756955132177
"Mean_veg_height58",0.744716136240947,0.30183728238309,2.467276839896,0.0195429577838972
"Mean_veg_herb58",48.2451121040305,6.94571500963216,6.94602528855925,1.02672400286271e-07
"(Intercept)59",0.897394123719096,0.508705229532316,1.76407489371424,0.0879015198965808
"share_impervious_10059",0.100773855925716,0.631744121002394,0.159516887574382,0.874330790881521
"mean_UHI_10059",-0.343731968830884,0.662791556410884,-0.518612474021613,0.607835545539707
"Mean_local_UHI_total59",-0.237896139591633,0.671633950938179,-0.354205053599993,0.725662800064092
"Mean_veg_height59",-0.419497977061342,0.56319276295042,-0.744856831724367,0.462153945385648
"Mean_veg_herb59",0.323392129152904,0.6204870805355,0.521190753679844,0.606060243434818
"(Intercept)60",-47.5732083574389,0.367623907211817,-129.407275816881,8.84145045661282e-43
"share_impervious_10060",11.2733457831073,0.985875156266506,11.4348614136898,1.84441631416434e-12
"mean_UHI_10060",-7.98723778188764,0.484162496754045,-16.4970187394444,1.3627886115634e-16
"Mean_local_UHI_total60",17.5632977330989,0.661034888423319,26.569396019309,2.10121155331908e-22
"Mean_veg_height60",8.92712831360492,0.281308005540409,31.7343557160963,1.21740116691157e-24
"Mean_veg_herb60",-9.6180355768054,0.522283371867895,-18.4153585866758,6.70168662046755e-18
"(Intercept)61",1.73731190219132,0.291963681051531,5.95043841047025,1.60157991897736e-06
"share_impervious_10061",-0.180470052469156,0.41446558596944,-0.435428316797483,0.666368415533451
"mean_UHI_10061",0.167875092397684,0.409849233474379,0.409602065068101,0.685007931595168
"Mean_local_UHI_total61",-0.0387321075972494,0.386470579057501,-0.100220067700126,0.920836379241985
"Mean_veg_height61",-0.00309714007766608,0.374135912140802,-0.00827811492338245,0.993449899915809
"Mean_veg_herb61",-0.0469080243930834,0.347328742337874,-0.135053678763655,0.893471511840055
"(Intercept)62",-94.2063980460335,0.900779881941288,-104.583150595024,5.19328676646975e-40
"share_impervious_10062",-81.6779741028112,0.834100043765392,-97.9234741843328,3.71759591091868e-39
"mean_UHI_10062",24.9419283482817,1.5634846970439,15.9527806031231,3.37410575747029e-16
"Mean_local_UHI_total62",23.5566156661386,0.402053638468672,58.5907287292816,1.68578155635303e-32
"Mean_veg_height62",-18.9951339447146,0.611284276311743,-31.0741412478725,2.24654347028769e-24
"Mean_veg_herb62",53.411283770264,2.00100042227265,26.6922901043677,1.8395399229667e-22
"(Intercept)63",-2.46639505068265,1.42410151617593,-1.73189553038714,0.0935645180587159
"share_impervious_10063",0.931374199184871,0.97518717064828,0.955072243788561,0.347174320858962
"mean_UHI_10063",-0.653814559863105,1.31275874877443,-0.49804624076853,0.62208302663144
"Mean_local_UHI_total63",-1.10204117845259,0.884763727562012,-1.24557680669085,0.222560590309559
"Mean_veg_height63",0.863273601465319,1.09424556650671,0.788921269492781,0.43634867797331
"Mean_veg_herb63",0.0774001423860104,0.942187609676975,0.0821493952913971,0.935073574625203
"(Intercept)64",-73.0143409534791,0.654536888260186,-111.551147480102,7.53637017312533e-41
"share_impervious_10064",14.9125481180343,0.611918884790737,24.3701387368263,2.51092935846622e-21
"mean_UHI_10064",-44.9596868523411,0.383761813064833,-117.155186685408,1.73762223988551e-41
"Mean_local_UHI_total64",36.922646828082,0.775987796798306,47.5814787042055,8.13515113083878e-30
"Mean_veg_height64",4.04038920116497,0.59107695751655,6.83563984314485,1.38610736892187e-07
"Mean_veg_herb64",1.93466461961026,0.691409739635822,2.79814487517819,0.00889335851888473
"(Intercept)65",-1.00257343569893,0.776518437428344,-1.29111349759992,0.206525005108818
"share_impervious_10065",-0.374770283508425,1.00096669550232,-0.374408344645625,0.71073407856614
"mean_UHI_10065",-0.320904262437509,0.87738493358934,-0.365750824013703,0.717117482214369
"Mean_local_UHI_total65",-0.290300358922383,0.900481486505496,-0.322383484028032,0.749398181531757
"Mean_veg_height65",-0.758914663617825,0.811220503657636,-0.935522043878361,0.356989377236291
"Mean_veg_herb65",0.0161670470021077,0.681665825205551,0.0237169686440312,0.98123542556068
"(Intercept)66",-454.927026432922,4.27753238776626,-106.352678411977,3.14347966954674e-40
"share_impervious_10066",-387.725225194553,3.67932462034688,-105.379455525726,4.13880846034037e-40
"mean_UHI_10066",104.199849162654,1.05023116380786,99.2161085611409,2.51136853319781e-39
"Mean_local_UHI_total66",92.4215129248321,1.15587883405439,79.957786406255,1.58932514209417e-36
"Mean_veg_height66",-240.849981265454,2.43102266388915,-99.0735236010274,2.62175809952062e-39
"Mean_veg_herb66",254.857200144799,2.52754741319733,100.831817759022,1.54902287768423e-39
"(Intercept)67",-68.9233431313234,0.528956948239671,-130.300477875742,7.19545566425341e-43
"share_impervious_10067",-12.9118765543742,0.344409237035995,-37.4899252572159,9.24386902235474e-27
"mean_UHI_10067",38.4700678725024,0.349308867355477,110.131953316126,1.10557837854709e-40
"Mean_local_UHI_total67",-25.4780163754876,0.38812721070652,-65.6434686171815,5.71543936379623e-34
"Mean_veg_height67",5.26575293296969,0.355613743374262,14.8075068275069,2.47024165873654e-15
"Mean_veg_herb67",-6.27417838476825,0.41887796724223,-14.9785352189221,1.82134158333752e-15
"(Intercept)68",-83.0555274049471,0.669884418893283,-123.984862257527,3.18578031121872e-42
"share_impervious_10068",-4.54498769906964,1.15835645830211,-3.92365205588924,0.000470789524818796
"mean_UHI_10068",6.27352022105108,1.81033496693807,3.46539194990078,0.00161870618158152
"Mean_local_UHI_total68",-11.2528245741552,0.822533994585346,-13.6806802493652,1.97235263378895e-14
"Mean_veg_height68",44.4793111427788,1.20449073800314,36.9278980231251,1.44081889097995e-26
"Mean_veg_herb68",-33.3372412420364,0.809672279740316,-41.1737465591987,5.85147025534109e-28
"(Intercept)69",-50.2133439924597,0.3941861768528,-127.3848423437,1.41706759391771e-42
"share_impervious_10069",22.8408785902156,0.268347393492583,85.1168267108466,2.45492729727807e-37
"mean_UHI_10069",-23.1159916644562,0.516596191028261,-44.7467326819521,5.01054185358208e-29
"Mean_local_UHI_total69",8.01879658304408,1.12917902204693,7.1014395649221,6.74351844220762e-08
"Mean_veg_height69",7.58265557283278,0.439863695860254,17.238648345377,4.11606147598659e-17
"Mean_veg_herb69",-1.35767242460692,0.579540402498291,-2.3426708798114,0.0259718306521416
"(Intercept)70",-1098.53530390518,4112.30570420747,-0.267133667319826,0.791194106547288
"share_impervious_10070",-852.664622556701,3222.84118566202,-0.264569233616007,0.793150574477195
"mean_UHI_10070",-319.930865879631,1189.60489979771,-0.268938759359545,0.789817786111201
"Mean_local_UHI_total70",339.898973547385,1287.48311967419,0.264002664076403,0.793583009018149
"Mean_veg_height70",-64.780993986933,251.301600014294,-0.257781860454721,0.798335398067156
"Mean_veg_herb70",209.96559446599,805.676883472208,0.260607693696146,0.796175614635135
"(Intercept)71",3.46760464259768,0.119113652965395,29.111731159862,1.49623663420864e-23
"share_impervious_10071",0.193133860699798,0.15205180490471,1.27018459807718,0.213782294176845
"mean_UHI_10071",0.0229380359662712,0.163865932113824,0.139980505223856,0.889610986341941
"Mean_local_UHI_total71",0.122800731381718,0.155382120714264,0.790314424962307,0.435547273720963
"Mean_veg_height71",0.257104855224976,0.139834136738875,1.8386415593575,0.0758866845669025
"Mean_veg_herb71",0.0705448201829351,0.149634563686502,0.471447361123951,0.640731987381482
"(Intercept)72",2.27328537744172,0.182843980123187,12.4329243757992,2.28988153553987e-13
"share_impervious_10072",0.0237942534579273,0.228581474816654,0.104095283648916,0.917786547227115
"mean_UHI_10072",0.0508447857569375,0.240869460109031,0.211088552836554,0.834245538138129
"Mean_local_UHI_total72",-0.27184668067372,0.229849325759361,-1.18271689410274,0.24621028456504
"Mean_veg_height72",-0.31659649297934,0.237331615076007,-1.3339836451117,0.192248340083436
"Mean_veg_herb72",-0.145749657631915,0.186357754861594,-0.782096016021233,0.440287746063134
"(Intercept)73",-81.5613566578119,0.654416214472413,-124.632236876292,2.72578385712382e-42
"share_impervious_10073",13.8994473480961,0.481947019642902,28.8401977428865,1.96342089195845e-23
"mean_UHI_10073",23.7534592889758,0.445718312777698,53.2925361332928,2.8201715122411e-31
"Mean_local_UHI_total73",-33.6175673018599,0.478419234402929,-70.2680094871498,7.50969738113168e-35
"Mean_veg_height73",21.6550337888047,0.502620705615085,43.0842453302918,1.53407196792134e-28
"Mean_veg_herb73",-5.37313176426699,0.407054113008487,-13.2000429244034,4.97301463482268e-14
"(Intercept)74",-116.857690515808,0.939782152332911,-124.345509462721,2.92040954346282e-42
"share_impervious_10074",13.0453193389022,0.356775859587878,36.5644675454532,1.92644225241429e-26
"mean_UHI_10074",-22.6219753707143,0.320248056749141,-70.6389153469079,6.41845514898202e-35
"Mean_local_UHI_total74",2.79708091716991,0.374343534957886,7.47196266521493,2.50227148908578e-08
"Mean_veg_height74",71.9856169141209,0.672078172734059,107.108993915512,2.54284765511034e-40
"Mean_veg_herb74",-50.6716046043161,0.444592321354617,-113.973188852939,3.96223994706895e-41
"(Intercept)75",0.415506748513782,0.58360093893084,0.711970664877601,0.481983412184247
"share_impervious_10075",-0.334731820713998,0.600063646000504,-0.55782719540673,0.581101606769081
"mean_UHI_10075",0.117789127493885,0.627591418544071,0.187684413797659,0.852387738748198
"Mean_local_UHI_total75",-0.684069478096366,0.605466969534301,-1.12982129912474,0.267504418899306
"Mean_veg_height75",0.0584731730251466,0.591044175710513,0.0989319841530527,0.921850386611992
"Mean_veg_herb75",-0.331703483758367,0.523575838414044,-0.633534742097965,0.531185247300348
"(Intercept)76",0.847353444412979,0.613116348833299,1.38204346699515,0.177163184535271
"share_impervious_10076",-0.0459067555603823,0.44776002735806,-0.102525354554867,0.91902194597609
"mean_UHI_10076",-0.608548612729965,0.518092756916492,-1.17459394018908,0.249396797069491
"Mean_local_UHI_total76",-1.14737991157379,0.501395749244871,-2.28837183662168,0.02933252050267
"Mean_veg_height76",0.0651134843449543,0.380417431006261,0.171163251307174,0.865244676636131
"Mean_veg_herb76",0.0426004287218941,0.4527995006534,0.0940823226625045,0.925669328777631
"(Intercept)77",-1.95580642150759,1.01856808583291,-1.92015285842014,0.0643907179590955
"share_impervious_10077",-1.87746969357303,1.22072103805167,-1.53800060378214,0.134530233696303
"mean_UHI_10077",0.772376554423683,0.946569830847479,0.81597419361249,0.420946799644812
"Mean_local_UHI_total77",0.920801086333898,0.919142571500419,1.00180441520707,0.324450512669318
"Mean_veg_height77",0.699160345351489,0.797355978535871,0.876848439307257,0.387536795516597
"Mean_veg_herb77",0.160476020998706,0.86242689487533,0.186074926410898,0.85363850817745
"(Intercept)78",0.0753215767878444,0.443858724473549,0.169697186592833,0.866387450401553
"share_impervious_10078",0.655658259576261,0.341832667862238,1.91806787711845,0.0646648372669551
"mean_UHI_10078",-0.733522795084448,0.470564516906582,-1.55881450625838,0.129528466668547
"Mean_local_UHI_total78",-0.54796307113117,0.33041620279209,-1.65840254352166,0.107657478652541
"Mean_veg_height78",0.724078453699821,0.421612675852021,1.7174020022917,0.0962138570466225
"Mean_veg_herb78",-0.615951445176616,0.300872139298607,-2.04721994735878,0.0494818851933627
"(Intercept)79",-203.458789430607,1.74145584122042,-116.832586055138,1.88714456647041e-41
"share_impervious_10079",-3.72737810095687,0.661041756793728,-5.63864243468657,3.84264459656862e-06
"mean_UHI_10079",-89.4271752592676,0.95187574068275,-93.9483710291055,1.2837733176538e-38
"Mean_local_UHI_total79",-81.3253365198147,0.756877696343255,-107.448451596244,2.31311666184108e-40
"Mean_veg_height79",32.6837663907718,0.40224678332106,81.2530211451927,9.83518161082445e-37
"Mean_veg_herb79",-51.6234154813565,0.503652496140029,-102.498083255808,9.48663502318232e-40
"(Intercept)80",-1.67234395979669,0.85396437975605,-1.95832987820221,0.0595467744194025
"share_impervious_10080",0.51275195348991,0.901428114033104,0.568821790121225,0.57371120442141
"mean_UHI_10080",-0.509562777968232,1.09017696624505,-0.467412900607637,0.643581961675632
"Mean_local_UHI_total80",0.171665759458213,0.873410010227022,0.196546590316262,0.845507809252735
"Mean_veg_height80",-0.0548257318809133,0.987461952740204,-0.0555218676818606,0.956090836498963
"Mean_veg_herb80",-0.530598257601839,0.628616988129098,-0.844072412330147,0.405309666657435
"(Intercept)81",-69.4233621725546,0.535920555610589,-129.540398191032,8.57335320230962e-43
"share_impervious_10081",-10.3307586981707,0.230120139089364,-44.8928926388269,4.54990734420023e-29
"mean_UHI_10081",18.4935048793544,0.23430857954705,78.92798853164,2.34061755840568e-36
"Mean_local_UHI_total81",-33.8884837772362,0.307159371866292,-110.328666097116,1.04807955166629e-40
"Mean_veg_height81",-31.4300917871962,0.328248608600338,-95.7508759023077,7.27244839438069e-39
"Mean_veg_herb81",-11.7511323858916,0.177602588131816,-66.1653217416514,4.51406700815425e-34
"(Intercept)82",-47.5732083574389,0.367623907211817,-129.407275816881,8.84145045661282e-43
"share_impervious_10082",11.2733457831073,0.985875156266506,11.4348614136898,1.84441631416434e-12
"mean_UHI_10082",-7.98723778188764,0.484162496754045,-16.4970187394444,1.3627886115634e-16
"Mean_local_UHI_total82",17.5632977330989,0.661034888423319,26.569396019309,2.10121155331908e-22
"Mean_veg_height82",8.92712831360492,0.281308005540409,31.7343557160963,1.21740116691157e-24
"Mean_veg_herb82",-9.6180355768054,0.522283371867895,-18.4153585866758,6.70168662046755e-18
"(Intercept)83",-0.266745545479101,0.476540634316136,-0.559754040412309,0.579803032563453
"share_impervious_10083",0.424096205490933,0.512947250994175,0.826783269954105,0.414887782943191
"mean_UHI_10083",0.156589334841989,0.561462750869974,0.278895322261997,0.782238738971268
"Mean_local_UHI_total83",1.13837279056233,0.486901972319903,2.33799174223595,0.0262470398487816
"Mean_veg_height83",0.695879601553966,0.390788989263132,1.78070421806436,0.0850906250282283
"Mean_veg_herb83",-0.522714906455884,0.323199802860127,-1.6173119594448,0.116279130259793
"(Intercept)84",-1955.08003851607,19.9561910606716,-97.9685969417793,3.66672259624532e-39
"share_impervious_10084",-1101.09615300585,11.2744018292426,-97.6633767079266,4.02540447216302e-39
"mean_UHI_10084",-98.0068476536035,1.06178499931913,-92.3038540914128,2.17671935663988e-38
"Mean_local_UHI_total84",179.387715372006,1.84923127405594,97.0066415643909,4.92548164059303e-39
"Mean_veg_height84",-315.483009532338,3.2532147651668,-96.9757708314601,4.97259170888934e-39
"Mean_veg_herb84",1771.31957631471,18.0829723528342,97.9551116792525,3.68185064637456e-39
