"","Estimate","Std. Error","t value","Pr(>|t|)"
"Mean_veg_herb38",0.169685920581322,0.435908990678258,0.389269146106156,0.699826608187113
"(Intercept)39",-157.838266254835,1.86506807583768,-84.6286890541207,2.91522361699386e-37
"share_impervious_10039",-30.9810507717129,2.04331843023005,-15.1621256449122,1.31708885130572e-15
"mean_UHI_10039",-45.5816430663412,2.95900269051346,-15.4043939238297,8.62699353813004e-16
"Mean_local_UHI_total39",-31.8319227907976,1.77405659520895,-17.9430142627713,1.37221655281575e-17
"Mean_veg_height39",11.7688130366338,2.86086622407862,4.11372364690841,0.000279100023804446
"Mean_veg_herb39",40.4054023887029,9.41898333242489,4.2897838293871,0.000171253746266019
"(Intercept)40",2.13981721348482,0.496298681307426,4.31155127764552,0.000161180574798069
"share_impervious_10040",-0.517719156298439,0.339495501370466,-1.5249661754236,0.137741633563751
"mean_UHI_10040",1.63465345728733,0.342057430315556,4.77888597765387,4.34698409038939e-05
"Mean_local_UHI_total40",-1.74942480571666,0.51033103763154,-3.42801961220268,0.00178671788498129
"Mean_veg_height40",-0.793430479002615,0.436008477004893,-1.81975929562881,0.0787880078736258
"Mean_veg_herb40",0.206827626658279,0.401237138105422,0.515474782904909,0.609999317402157
"(Intercept)41",1.8568342654466,0.744211458055751,2.49503584679759,0.0183258224382499
"share_impervious_10041",-0.620123887701443,0.496338153087297,-1.2493979837016,0.221179950988212
"mean_UHI_10041",1.47710901640957,0.456353885936054,3.23676221882012,0.00294528449284811
"Mean_local_UHI_total41",-1.91798402060007,0.776286679137978,-2.47071613122343,0.0193882309408369
"Mean_veg_height41",-1.06463038222619,0.625440676249031,-1.70220841505084,0.099058577116174
"Mean_veg_herb41",0.261756726684189,0.553558888093705,0.472861573202451,0.63973428996849
"(Intercept)42",-237.38912839856,2.123903964784,-111.770179977371,7.1066414717928e-41
"share_impervious_10042",-92.2729289813688,0.95565650689344,-96.5544924518132,5.66408754859694e-39
"mean_UHI_10042",-26.9509789942986,0.990028800497623,-27.2224191667476,1.04309987481e-22
"Mean_local_UHI_total42",89.5463553010471,1.14324581614775,78.3264229234447,2.94134762803756e-36
"Mean_veg_height42",-126.044411281728,1.29070714003347,-97.6553141857258,4.03535630160197e-39
"Mean_veg_herb42",123.514189097622,1.26231539061303,97.847328818227,3.8051055502869e-39
"(Intercept)43",0.218938018540105,0.407012344916163,0.537914933723208,0.594604281935135
"share_impervious_10043",0.290098431426536,0.35934428997488,0.807299404832107,0.425848702955926
"mean_UHI_10043",-0.759515908853377,0.444175981562061,-1.70994367183552,0.0976015980144593
"Mean_local_UHI_total43",-0.837197973694143,0.397173057787334,-2.10789215753507,0.0435027924879285
"Mean_veg_height43",-0.377390425196961,0.328132493824249,-1.15011598150074,0.259181987552222
"Mean_veg_herb43",-0.0967633889085288,0.296200411809715,-0.326682155224995,0.74617663585872
"(Intercept)44",1.22969029631248,0.423314876207993,2.90490688002251,0.00683613275322169
"share_impervious_10044",0.540084374634592,0.359468352801862,1.50245319351461,0.14343431184807
"mean_UHI_10044",-0.866307114232892,0.464407679923669,-1.86540221379474,0.0719319655980642
"Mean_local_UHI_total44",-0.291837074658578,0.460402277658886,-0.63387408972551,0.530966745415122
"Mean_veg_height44",-0.403309769784959,0.323760841625638,-1.24570274700268,0.222514983427765
"Mean_veg_herb44",0.873818552535009,0.523273158483737,1.66990899182949,0.105340714352883
"(Intercept)45",0.797245386159754,0.28938039922301,2.75500824624048,0.00987905044248094
"share_impervious_10045",-0.145442634245082,0.331412310060701,-0.438857066650429,0.663909664436139
"mean_UHI_10045",0.0736798223356869,0.328817242249173,0.224075300406094,0.824217763545348
"Mean_local_UHI_total45",-0.719928592541566,0.347541520010125,-2.07148945116138,0.0470082629557135
"Mean_veg_height45",-0.260274259495884,0.300990497557122,-0.864725835560605,0.394051382538092
"Mean_veg_herb45",0.168378769074917,0.324672834786656,0.518610585901216,0.60783684651774
"(Intercept)46",4.75014552451594,0.134153525466775,35.4082794916365,4.94541265620464e-26
"share_impervious_10046",0.0606846151390161,0.155578312323655,0.390058320036097,0.699249163943644
"mean_UHI_10046",-0.341737001930473,0.168232412238123,-2.03133865456774,0.0511619908740448
"Mean_local_UHI_total46",-0.358612004196092,0.15100241687198,-2.37487592334448,0.0241476648386313
"Mean_veg_height46",0.127084060690339,0.144137780280163,0.881684596802612,0.384957239441185
"Mean_veg_herb46",-0.110808508778024,0.136449778242073,-0.812082732603938,0.423141449368387
"(Intercept)47",-1.938225136936,0.855358605531402,-2.26597958376985,0.0308293983967663
"share_impervious_10047",0.0902425249937038,0.731389756733123,0.123384999807473,0.902625179450866
"mean_UHI_10047",-0.607898272304446,0.741382804942483,-0.819951944193806,0.418710754698599
"Mean_local_UHI_total47",0.291174726871246,0.656829413740218,0.443303422136952,0.660726846114176
"Mean_veg_height47",1.0907554648346,0.834562346565645,1.30697900441258,0.201149859306668
"Mean_veg_herb47",-0.776464531124818,0.650735584081453,-1.19321049919352,0.242138318368063
"(Intercept)48",-49.0527512122881,0.391779399417793,-125.205029374141,2.37607927139474e-42
"share_impervious_10048",-25.8685649528062,0.499713226094881,-51.7668206522404,6.68002207403336e-31
"mean_UHI_10048",-3.89831389700461,0.390618137837957,-9.97985889385855,4.79510688706926e-11
"Mean_local_UHI_total48",24.8618394266662,0.395841463447105,62.8075674795711,2.13013975106845e-33
"Mean_veg_height48",-3.71983190585843,0.39969507860018,-9.30667427501509,2.37302586426703e-10
"Mean_veg_herb48",10.9081059207106,0.194706771052288,56.0232490208636,6.38992135584767e-32
"(Intercept)49",0.387345100010323,0.444204960744548,0.871996340070314,0.390135953940628
"share_impervious_10049",-0.807811586620787,0.44039953500583,-1.83426984456306,0.0765501435900012
"mean_UHI_10049",0.934366419353987,0.44869092304149,2.08242772780047,0.0459295698164393
"Mean_local_UHI_total49",-0.866774931014315,0.427136734911165,-2.02926805439617,0.0513846995375752
"Mean_veg_height49",-0.12383448145904,0.456388948994401,-0.271335407511278,0.787991489308076
"Mean_veg_herb49",-0.550654919057006,0.365143744567017,-1.50804971261377,0.142001742175
"(Intercept)50",1.84465692656393,0.269931171080283,6.83380477764568,1.39305515536778e-07
"share_impervious_10050",0.255266022621781,0.280497690659637,0.910046788697192,0.370051969207915
"mean_UHI_10050",-0.306755042402154,0.330049614589468,-0.92942099866928,0.360089621011775
"Mean_local_UHI_total50",-0.525451984453112,0.284670334298089,-1.84582628094606,0.0748070238720202
"Mean_veg_height50",0.244014264613981,0.287651836362673,0.848297259977604,0.40299038488039
"Mean_veg_herb50",-0.172281051882817,0.258785446202792,-0.665729292008996,0.510670889411362
"(Intercept)51",-0.148692530047284,0.544513994783827,-0.273073844697627,0.786667528477029
